	RowNumber	StudentId	Rating	Geography	Gender	Age	Discussion	CurrentValue	AnnouncementsView	HasOtherActiveCourse	IsActiveMember	EstimatedValue	Target	Predictions - Succeed or Not	Predictions - Probability to Succeed education	Predictions - Succeed or Fail Desc
947	948	15741372	715	France	Female	38	5	118590.41	1	1	1	5684.17	1	0	0.13269335	Fail
948	949	15783695	659	France	Male	67	4	145981.87	1	1	1	131043.2	0	0	0.10201641	Fail
949	950	15621017	684	France	Female	48	3	73309.38	1	0	0	21228.34	1	1	0.6099464	Succeed
950	951	15630364	635	France	Female	48	8	130796.33	2	1	1	43250.3	0	0	0.2012013	Fail
951	952	15785935	789	Germany	Male	33	8	151607.56	1	1	0	4389.4	0	0	0.21232243	Fail
952	953	15606185	571	Germany	Female	66	9	111577.01	1	0	1	189271.9	0	0	0.46906006	Fail
953	954	15671175	694	Spain	Male	39	0	107042.74	1	1	1	102284.2	0	0	0.08451173	Fail
954	955	15660465	665	Spain	Female	42	2	156371.61	2	0	1	156774.94	1	0	0.14966302	Fail
955	956	15571038	706	France	Female	44	4	129605.99	1	0	0	69865.49	0	0	0.45872355	Fail
956	957	15631717	807	Spain	Female	43	0	0.0	2	0	1	85523.24	0	0	0.09476561	Fail
957	958	15731558	771	Spain	Female	67	8	0.0	2	1	1	51219.8	0	0	0.058094937	Fail
958	959	15619565	531	Spain	Male	27	8	132576.25	1	0	0	7222.92	0	0	0.11848252	Fail
959	960	15628070	629	France	Female	37	6	129101.3	1	1	1	23971.33	0	0	0.13291727	Fail
960	961	15686200	850	Germany	Female	31	1	108822.4	1	1	1	132173.31	0	0	0.16580784	Fail
961	962	15582833	685	Spain	Male	35	4	137948.51	1	1	0	113639.64	0	0	0.14087729	Fail
962	963	15753867	642	Spain	Male	32	7	100433.8	1	1	1	39768.59	0	0	0.034562405	Fail
963	964	15731851	529	Spain	Male	63	4	96134.11	3	1	0	108732.96	1	1	0.9306321	Succeed
964	965	15580992	683	Germany	Female	43	4	115888.04	1	1	1	117349.19	1	0	0.458287	Fail
965	966	15602120	663	France	Female	42	5	124626.07	1	1	1	78004.5	0	0	0.21476114	Fail
966	967	15589841	563	France	Female	34	6	139810.34	1	1	1	152417.79	0	0	0.074350245	Fail
967	968	15720929	637	Spain	Female	34	9	0.0	2	0	0	26057.08	0	0	0.060354393	Fail
968	969	15641045	544	France	Male	37	3	84496.71	1	0	0	79972.09	0	0	0.13876823	Fail
969	970	15605962	649	Germany	Male	70	9	116854.71	2	0	1	107125.79	0	0	0.04375945	Fail
970	971	15805991	638	France	Female	48	10	138333.03	1	1	1	47679.14	0	0	0.36774868	Fail
971	972	15801524	723	France	Male	25	3	0.0	2	1	1	134509.47	0	0	0.01404438	Fail
972	973	15605954	635	Germany	Male	43	5	78992.75	2	0	0	153265.31	0	0	0.14559501	Fail
973	974	15779747	750	Spain	Female	38	7	97257.41	2	0	1	179883.04	0	0	0.06588391	Fail
974	975	15705656	730	France	Male	34	5	122453.37	2	1	0	138882.98	0	0	0.043469515	Fail
975	976	15685393	750	Spain	Female	36	8	112940.07	1	0	1	9855.81	0	0	0.09147291	Fail
976	977	15570096	586	France	Female	43	8	132558.26	1	1	0	67046.83	1	0	0.38331494	Fail
977	978	15582652	520	France	Female	38	4	0.0	2	1	0	56388.63	0	0	0.11747149	Fail
978	979	15799551	652	France	Female	48	8	133297.24	1	1	0	77764.37	0	1	0.56072974	Succeed
979	980	15642973	550	France	Female	46	7	0.0	2	1	0	130590.35	0	0	0.25933203	Fail
980	981	15624765	594	France	Male	27	0	197041.8	1	0	0	151912.49	0	0	0.20601533	Fail
981	982	15566192	749	Germany	Female	44	0	71497.79	2	0	0	151083.8	0	0	0.2515817	Fail
982	983	15792396	668	France	Male	32	7	0.0	2	1	1	777.37	0	0	0.011932588	Fail
983	984	15807044	614	Germany	Female	35	6	128100.28	1	0	0	69454.24	1	0	0.46745402	Fail
984	985	15704806	773	France	Male	25	1	124532.78	2	0	1	11723.57	0	0	0.022434589	Fail
985	986	15756511	551	Germany	Male	31	9	82293.82	2	1	1	91565.25	0	0	0.019321417	Fail
986	987	15655375	566	France	Male	36	1	142120.91	1	1	0	79616.37	0	0	0.1512979	Fail
987	988	15613785	569	Spain	Male	34	0	151839.26	1	1	0	102299.81	1	0	0.15476446	Fail
988	989	15664557	659	Spain	Male	31	7	149620.88	2	1	1	104533.51	0	0	0.020999763	Fail
989	990	15681242	722	France	Female	49	3	168197.66	1	1	0	140765.57	1	1	0.6974689	Succeed
990	991	15745563	655	France	Male	37	5	93147.0	2	1	0	66214.13	0	0	0.06585517	Fail
991	992	15806962	615	France	Female	35	2	97440.02	2	1	1	139816.1	0	0	0.047998417	Fail
992	993	15724599	752	Germany	Female	42	3	65046.08	2	0	1	140139.28	0	0	0.11734497	Fail
993	994	15782935	661	Spain	Female	28	7	95357.49	1	0	0	102297.15	0	0	0.1333543	Fail
994	995	15623557	838	Spain	Male	43	9	123105.88	2	1	0	145765.83	0	0	0.1525019	Fail
995	996	15810254	610	Spain	Male	29	9	0.0	3	0	1	83912.24	0	0	0.30006176	Fail
996	997	15645657	811	Spain	Male	44	3	0.0	2	0	1	78439.73	0	0	0.05465252	Fail
997	998	15608150	587	Spain	Male	62	7	121286.27	1	0	1	6776.92	0	0	0.16797891	Fail
998	999	15659593	811	Germany	Female	28	4	167738.82	2	1	1	9903.42	0	0	0.045859512	Fail
999	1000	15787808	759	France	Female	38	1	104091.29	1	0	0	91561.91	0	0	0.27315933	Fail
1000	1001	15691147	648	Germany	Female	42	8	121980.56	2	1	0	4027.02	0	0	0.34886461	Fail
1001	1002	15592125	788	France	Female	43	10	0.0	2	1	1	116111.51	0	0	0.09003189	Fail
1002	1003	15633933	725	Germany	Male	39	1	50880.98	2	1	1	184023.54	0	0	0.043751236	Fail
1003	1004	15701337	646	France	Female	42	3	175159.9	2	0	0	67124.48	1	0	0.30449498	Fail
1004	1005	15723721	601	Germany	Female	26	7	105514.69	2	1	0	50070.59	0	0	0.13669942	Fail
1005	1006	15701638	521	Germany	Male	52	5	116497.31	3	0	0	53793.1	1	1	0.97605693	Succeed
1006	1007	15739225	561	Spain	Female	33	6	0.0	2	1	0	45261.47	0	0	0.06507596	Fail
1007	1008	15573122	564	France	Male	42	7	99824.45	1	1	1	36721.4	0	0	0.14304306	Fail
1008	1009	15569086	444	France	Male	45	6	0.0	1	1	0	130009.85	1	0	0.4794983	Fail
1009	1010	15750801	650	Spain	Male	71	0	0.0	1	1	1	175380.77	0	0	0.05563026	Fail
1010	1011	15799847	724	France	Male	40	10	0.0	1	1	0	127847.25	1	0	0.24298187	Fail
1011	1012	15698478	719	Spain	Male	35	3	122964.88	1	1	1	138231.7	0	0	0.057924766	Fail
1012	1013	15655310	548	France	Female	29	4	0.0	2	0	1	48673.18	0	0	0.03118383	Fail
1013	1014	15603630	635	Spain	Male	24	4	0.0	2	1	1	70668.77	0	0	0.018108908	Fail
1014	1015	15585997	496	Spain	Female	43	3	0.0	2	0	1	199505.53	0	0	0.10281777	Fail
1015	1016	15686972	676	France	Female	37	5	89634.69	1	1	1	169583.18	1	0	0.13115852	Fail
1016	1017	15770460	541	Germany	Male	40	7	95710.11	2	1	0	49063.42	0	0	0.13551457	Fail
1017	1018	15587487	778	Germany	Male	41	7	139706.31	1	1	0	63337.19	0	0	0.4634738	Fail
1018	1019	15602046	850	Germany	Female	45	5	103909.86	1	1	0	60083.11	1	1	0.7457699	Succeed
1019	1020	15600619	633	France	Male	31	1	0.0	1	1	0	48606.71	0	0	0.13137527	Fail
1020	1021	15654709	625	France	Male	49	6	173434.9	1	1	0	165580.93	1	1	0.68512076	Succeed
1021	1022	15717200	485	Spain	Male	32	6	102238.01	2	1	1	194010.12	0	0	0.016963787	Fail
1022	1023	15765050	547	France	Female	48	1	179380.74	2	0	1	69263.1	0	0	0.32548806	Fail
1023	1024	15682675	642	France	Male	32	3	0.0	2	1	1	88698.83	0	0	0.0136709735	Fail
1024	1025	15729315	718	France	Female	25	4	108691.95	1	1	0	63030.97	0	0	0.1486133	Fail
1025	1026	15759841	582	France	Female	32	4	0.0	2	1	0	59668.81	0	0	0.04597213	Fail
1026	1027	15767900	628	France	Male	33	6	0.0	2	0	0	184230.23	0	0	0.032985788	Fail
1027	1028	15769984	737	Germany	Male	35	0	133377.8	1	0	1	64050.19	0	0	0.2515782	Fail
1028	1029	15686381	828	Spain	Male	34	9	0.0	2	1	1	81853.98	0	0	0.015408528	Fail
1029	1030	15688107	609	Spain	Male	53	10	0.0	1	1	1	154642.91	0	0	0.3741514	Fail
1030	1031	15681210	730	France	Male	39	1	116537.6	1	0	0	145679.6	0	0	0.20612392	Fail
1031	1032	15667557	631	France	Female	22	3	0.0	2	0	0	30781.77	0	0	0.051393	Fail
1032	1033	15750279	830	Spain	Male	40	4	0.0	2	0	1	81622.52	0	0	0.03220492	Fail
1033	1034	15695511	645	France	Male	29	1	130131.08	2	0	1	196474.35	0	0	0.019925287	Fail
1034	1035	15689212	663	France	Male	46	3	0.0	2	0	1	176276.1	0	0	0.102990374	Fail
1035	1036	15652991	678	Spain	Male	30	0	0.0	1	1	0	35113.08	0	0	0.1807105	Fail
1036	1037	15668994	521	France	Male	30	2	107316.09	1	1	0	64299.82	0	0	0.11028933	Fail
1037	1038	15631090	625	France	Female	24	1	0.0	2	1	1	180969.55	0	0	0.028851673	Fail
1038	1039	15581515	523	France	Male	30	1	83181.29	1	1	1	138176.78	0	0	0.040403634	Fail
1039	1040	15577514	714	France	Female	72	3	0.0	1	1	1	86733.61	0	0	0.06559101	Fail
1040	1041	15780906	580	Spain	Male	67	3	153946.14	1	1	1	7418.92	0	0	0.10491369	Fail
1041	1042	15692353	722	France	Male	30	5	0.0	2	1	0	166376.54	0	0	0.029419387	Fail
1042	1043	15594005	630	Spain	Female	39	7	135483.17	1	1	0	140881.2	1	0	0.30301952	Fail
1043	1044	15570453	579	France	Male	35	1	0.0	2	1	0	4460.2	0	0	0.040179905	Fail
1044	1045	15779095	670	France	Female	38	4	119624.54	2	1	1	110472.12	0	0	0.07349328	Fail
1045	1046	15786016	588	Spain	Male	34	6	121132.26	2	1	0	86460.28	0	0	0.05270045	Fail
1046	1047	15644236	807	Spain	Female	42	1	0.0	1	1	0	16500.66	1	1	0.51072466	Succeed
1047	1048	15793985	726	France	Female	48	4	0.0	1	1	0	114020.06	1	1	0.67871934	Succeed
1048	1049	15645139	812	Germany	Male	25	5	54817.55	1	1	0	131660.31	0	0	0.095091924	Fail
1049	1050	15705896	631	Germany	Male	40	3	107949.45	1	1	0	52449.62	1	0	0.45999417	Fail
1050	1051	15623864	682	France	Male	30	4	0.0	1	0	1	161465.31	0	0	0.066342086	Fail
1051	1052	15715039	625	Spain	Female	49	2	80816.45	1	1	1	20018.79	0	0	0.3873107	Fail
1052	1053	15623507	607	Germany	Male	38	3	98205.77	1	1	0	176318.27	0	0	0.38726446	Fail
1053	1054	15798384	600	Spain	Female	50	6	94684.27	1	1	1	50488.91	0	0	0.37420934	Fail
1054	1055	15743052	602	Spain	Female	22	7	141604.76	1	1	0	30379.6	0	0	0.16974597	Fail
1055	1056	15769535	545	Spain	Female	74	3	0.0	2	1	1	161326.73	0	0	0.01999271	Fail
1056	1057	15798557	675	Spain	Male	33	3	0.0	2	1	0	45348.08	0	0	0.03850833	Fail
1057	1058	15706570	581	France	Female	47	1	122949.14	1	0	0	180251.68	1	1	0.61704636	Succeed
1058	1059	15706222	640	Germany	Male	33	8	81677.22	2	0	0	34925.56	0	0	0.041416436	Fail
1059	1060	15812233	850	France	Male	38	7	80293.98	1	0	0	126555.74	0	0	0.1782503	Fail
1060	1061	15650969	490	Spain	Female	48	8	155413.06	1	1	0	187921.3	0	1	0.5439309	Succeed
1061	1062	15693027	710	Spain	Female	38	4	0.0	2	1	1	136390.88	0	0	0.045317523	Fail
1062	1063	15631225	613	Germany	Male	38	9	67111.65	1	1	0	78566.64	1	0	0.22965534	Fail
1063	1064	15762234	812	France	Male	34	5	103818.43	1	1	1	166038.27	0	0	0.045308772	Fail
1064	1065	15699634	723	France	Female	20	4	0.0	2	1	1	140385.33	0	0	0.027780365	Fail
1065	1066	15692780	512	France	Male	36	4	152169.12	2	0	0	38629.3	1	0	0.06487797	Fail
1066	1067	15688999	731	France	Female	52	10	0.0	1	1	1	24998.75	1	1	0.522172	Succeed
1067	1068	15599167	650	Germany	Male	26	4	214346.96	2	1	0	128815.33	0	0	0.08074538	Fail
1068	1069	15680339	594	France	Male	57	6	0.0	1	1	0	19376.56	1	1	0.68321335	Succeed
1069	1070	15628710	844	France	Male	40	7	113348.14	1	1	0	31904.31	1	0	0.23187564	Fail
1070	1071	15648111	686	Germany	Female	47	5	170935.94	1	1	0	173179.79	1	1	0.63582313	Succeed
1071	1072	15587006	695	Germany	Male	52	8	103023.26	1	1	1	22485.64	0	1	0.5294444	Succeed
1072	1073	15625734	624	Spain	Female	23	6	0.0	2	0	1	196668.51	0	0	0.02902038	Fail
1073	1074	15790533	503	Spain	Male	37	6	0.0	2	0	0	136506.86	0	0	0.043447144	Fail
1074	1075	15682654	535	France	Female	31	7	111855.04	2	1	1	36278.89	0	0	0.031564526	Fail
1075	1076	15762973	743	Germany	Female	32	6	140348.56	2	1	1	163254.39	0	0	0.06638525	Fail
1076	1077	15750965	702	Spain	Male	39	8	0.0	2	1	0	99654.13	0	0	0.05974141	Fail
1077	1078	15729868	658	France	Male	29	3	145512.84	1	1	0	20207.02	0	0	0.096506834	Fail
1078	1079	15633686	677	Germany	Female	41	8	146720.98	2	1	1	4195.84	0	0	0.15822423	Fail
1079	1080	15748892	664	France	Male	32	10	107209.73	1	1	1	112340.2	0	0	0.04067452	Fail
1080	1081	15589231	766	Germany	Female	38	7	130933.74	1	0	1	2035.94	0	0	0.36593267	Fail
1081	1082	15699947	461	Spain	Female	35	8	0.0	1	1	0	132295.95	0	0	0.2542016	Fail
1082	1083	15663474	688	Spain	Male	36	0	89772.3	1	1	0	177383.68	1	0	0.21942455	Fail
1083	1084	15692619	678	France	Female	32	5	0.0	2	1	0	90284.47	0	0	0.045554526	Fail
1084	1085	15591293	796	France	Male	24	8	0.0	2	1	0	61349.37	0	0	0.026705781	Fail
1085	1086	15646549	803	France	Male	42	5	0.0	1	1	0	196466.83	1	0	0.37202984	Fail
1086	1087	15708099	712	France	Male	36	2	100749.5	3	0	0	70758.37	1	1	0.6108625	Succeed
1087	1088	15696134	498	France	Female	31	10	0.0	2	1	0	13892.57	0	0	0.04924847	Fail
1088	1089	15645553	850	Spain	Male	22	2	0.0	2	1	1	9684.52	0	0	0.016682388	Fail
1089	1090	15649780	628	France	Female	51	3	123981.31	2	1	1	40546.15	0	0	0.2422779	Fail
1090	1091	15604340	539	Germany	Female	34	4	91622.42	1	1	1	136603.42	0	0	0.14309233	Fail
1091	1092	15784128	732	France	Male	36	7	126195.81	1	1	1	133172.48	0	0	0.06896326	Fail
1092	1093	15585234	715	France	Male	41	4	94267.9	1	0	1	152821.12	1	0	0.13700843	Fail
1093	1094	15624383	651	France	Male	40	4	0.0	2	1	1	147715.83	0	0	0.033333376	Fail
1094	1095	15621723	813	France	Male	34	0	0.0	2	1	0	43169.15	0	0	0.034631643	Fail
1095	1096	15689117	692	France	Male	29	4	0.0	1	1	0	76755.99	1	0	0.13117555	Fail
1096	1097	15813204	756	Germany	Female	39	3	100717.85	3	1	1	73406.04	1	1	0.8140794	Succeed
1097	1098	15604331	543	France	Male	36	6	0.0	2	1	0	176728.28	0	0	0.0563618	Fail
1098	1099	15724163	790	France	Female	26	4	141581.71	2	0	0	98309.27	0	0	0.061997227	Fail
1099	1100	15673091	494	Spain	Male	38	7	0.0	2	1	1	6203.66	0	0	0.021980619	Fail
1100	1101	15768237	850	France	Female	39	2	148586.64	1	1	1	176791.27	0	0	0.11988525	Fail
1101	1102	15782255	703	Spain	Male	29	9	0.0	2	1	0	50679.48	0	0	0.036446773	Fail
1102	1103	15746446	432	Spain	Male	38	7	0.0	2	1	0	150580.88	0	0	0.057037212	Fail
1103	1104	15780180	512	Germany	Female	32	2	123403.85	2	1	0	80120.19	0	0	0.12782247	Fail
1104	1105	15590512	589	France	Male	28	7	0.0	2	1	0	151645.96	0	0	0.028036471	Fail
1105	1106	15624329	514	France	Female	46	3	106511.85	1	1	0	55072.32	0	1	0.57088155	Succeed
1106	1107	15618218	678	France	Female	38	2	0.0	2	0	0	115068.99	0	0	0.09392661	Fail
1107	1108	15660352	420	Germany	Female	34	1	135549.9	1	0	0	149471.13	1	0	0.4388491	Fail
1108	1109	15678922	679	Germany	Male	38	7	110555.37	2	1	0	46522.68	0	0	0.16597764	Fail
1109	1110	15616366	595	France	Male	31	4	0.0	2	1	0	189995.86	0	0	0.03413515	Fail
1110	1111	15592265	713	France	Female	52	0	185891.54	1	1	1	46369.57	1	1	0.6237369	Succeed
1111	1112	15798460	833	Germany	Male	59	1	130854.59	1	1	1	30722.52	1	1	0.60374427	Succeed
1112	1113	15714786	690	France	Female	42	3	92578.14	2	0	0	70810.6	0	0	0.18758085	Fail
1113	1114	15648836	731	Germany	Female	21	8	132312.06	1	1	0	106663.46	1	0	0.328182	Fail
1114	1115	15626183	608	France	Female	62	8	144976.5	1	0	0	175836.03	1	1	0.61084855	Succeed
1115	1116	15626644	479	Spain	Male	48	5	87070.23	1	0	1	85646.41	0	0	0.24731103	Fail
1116	1117	15723286	519	France	Male	42	8	0.0	2	1	1	101485.72	0	0	0.052592564	Fail
1117	1118	15592619	731	France	Female	47	1	115414.19	3	0	0	191734.67	1	1	0.9598975	Succeed
1118	1119	15759417	617	Spain	Male	61	7	91070.43	1	1	1	101839.77	0	0	0.17031036	Fail
1119	1120	15585277	756	Spain	Male	29	2	117412.19	2	1	0	4888.91	0	0	0.054126773	Fail
1120	1121	15589394	848	Germany	Male	31	4	90018.45	2	1	0	193132.98	0	0	0.039183687	Fail
1121	1122	15672740	809	France	Female	24	4	0.0	2	1	0	193518.76	0	0	0.048279893	Fail
1122	1123	15789991	698	Germany	Male	56	1	112414.81	2	0	0	93982.02	1	1	0.53423655	Succeed
1123	1124	15596836	779	Germany	Male	33	1	158456.76	1	1	1	197000.92	1	0	0.09721863	Fail
1124	1125	15627341	606	Spain	Male	35	7	0.0	1	1	0	106837.06	1	0	0.18337591	Fail
1125	1126	15645352	612	Germany	Female	58	1	149641.53	1	1	1	115161.28	0	1	0.546315	Succeed
1126	1127	15594009	663	Spain	Female	33	8	122528.18	1	1	0	196260.3	0	0	0.12768765	Fail
1127	1128	15647337	549	Germany	Female	45	3	143734.01	2	1	1	96404.38	0	0	0.24017286	Fail
1128	1129	15750294	675	France	Female	32	2	155663.31	1	1	0	97658.66	0	0	0.13550805	Fail
1129	1130	15685345	669	France	Female	35	7	0.0	1	1	1	49108.23	1	0	0.1334716	Fail
1130	1131	15628241	571	Germany	Female	34	1	101736.66	1	0	1	195651.66	0	0	0.1820721	Fail
1131	1132	15734010	500	Spain	Male	37	9	125822.21	1	1	0	111698.0	0	0	0.13505748	Fail
1132	1133	15762146	628	France	Male	37	0	0.0	2	1	1	171707.93	0	0	0.02724401	Fail
1133	1134	15706935	559	France	Male	34	4	0.0	2	1	1	66721.98	0	0	0.017508654	Fail
1134	1135	15732696	769	France	Female	27	2	0.0	1	1	1	57876.05	0	0	0.10279665	Fail
1135	1136	15656157	733	Germany	Male	31	6	157791.07	2	0	0	177994.81	0	0	0.05935146	Fail
1136	1137	15614256	750	France	Male	22	5	0.0	2	0	1	105125.65	0	0	0.015642673	Fail
1137	1138	15645305	583	France	Female	42	4	0.0	2	1	0	17439.66	0	0	0.15159096	Fail
1138	1139	15698546	468	Germany	Male	42	9	181627.14	2	1	0	172668.39	0	0	0.16388808	Fail
1139	1140	15569283	727	Spain	Female	57	1	109679.72	1	0	1	753.37	0	0	0.38961717	Fail
1140	1141	15566287	618	France	Female	37	5	96652.86	1	1	0	98686.4	1	0	0.1897685	Fail
1141	1142	15716170	617	France	Male	40	5	190008.32	2	1	1	107047.92	0	0	0.09769607	Fail
1142	1143	15763661	793	Spain	Male	41	9	0.0	2	1	0	152153.74	0	0	0.07980974	Fail
1143	1144	15606001	630	France	Male	43	9	0.0	2	1	1	34338.04	0	0	0.05251603	Fail
1144	1145	15694857	765	Germany	Male	43	4	148962.76	1	0	1	173878.87	1	0	0.38347328	Fail
1145	1146	15601724	546	France	Male	28	8	0.0	1	1	0	159254.29	0	0	0.13067296	Fail
1146	1147	15575617	614	Germany	Female	30	3	131344.52	2	1	0	54776.64	0	0	0.13095735	Fail
1147	1148	15671245	593	Germany	Female	29	5	101713.84	3	1	0	134594.99	0	1	0.7415001	Succeed
1148	1149	15616565	613	Spain	Male	34	3	0.0	1	1	1	41724.72	0	0	0.08134711	Fail
1149	1150	15773942	655	France	Male	38	4	0.0	2	0	0	110527.71	0	0	0.05768682	Fail
1150	1151	15723029	700	France	Female	27	6	137963.07	1	0	0	8996.79	0	0	0.120976426	Fail
1151	1152	15752499	826	Spain	Female	29	4	129938.07	1	0	1	190200.53	0	0	0.11641562	Fail
1152	1153	15589790	652	Germany	Male	45	2	151421.44	1	0	1	115333.43	0	0	0.36772156	Fail
1153	1154	15669935	755	Germany	Female	45	7	135643.0	1	0	0	143619.52	1	1	0.7339971	Succeed
1154	1155	15766923	538	Spain	Male	39	2	122773.5	2	1	1	58467.08	0	0	0.040686037	Fail
1155	1156	15768042	729	France	Male	34	3	152303.8	1	1	0	12128.69	0	0	0.121722244	Fail
1156	1157	15741331	615	France	Male	49	3	0.0	2	1	1	49872.33	0	0	0.12150291	Fail
1157	1158	15811363	700	Spain	Male	54	1	79415.67	1	0	1	139735.54	0	0	0.29198366	Fail
1158	1159	15690043	434	Germany	Female	58	9	125801.03	2	1	0	60891.8	1	1	0.6882082	Succeed
1159	1160	15690700	729	Spain	Male	37	10	0.0	2	1	0	100862.54	0	0	0.04322094	Fail
1160	1161	15719384	513	France	Male	35	8	0.0	1	1	0	76640.29	1	0	0.17464024	Fail
1161	1162	15781838	755	France	Male	41	6	104817.41	1	1	0	126013.58	1	0	0.24783283	Fail
1162	1163	15752767	615	France	Female	30	9	0.0	1	1	0	87347.82	0	0	0.19310692	Fail
1163	1164	15601033	747	Germany	Female	32	5	67495.04	2	0	1	77370.37	0	0	0.028896058	Fail
1164	1165	15750812	850	France	Female	36	0	164850.54	1	1	1	62722.44	0	0	0.087713875	Fail
1165	1166	15723943	712	Germany	Female	49	5	154776.42	2	0	0	196257.68	0	0	0.32491416	Fail
1166	1167	15633455	622	Germany	Female	28	1	143124.63	2	1	0	81723.8	0	0	0.12033051	Fail
1167	1168	15702466	548	France	Female	35	10	0.0	1	1	1	31299.71	0	0	0.17080186	Fail
1168	1169	15710492	607	France	Female	27	2	0.0	2	1	0	63495.86	0	0	0.05268706	Fail
1169	1170	15650387	653	France	Female	38	8	102133.38	1	1	1	166520.96	0	0	0.13912795	Fail
1170	1171	15590856	699	Spain	Male	26	6	79932.41	1	0	0	150242.44	0	0	0.10710899	Fail
1171	1172	15640490	693	Germany	Male	40	0	120711.73	1	0	0	27345.18	1	0	0.48205838	Fail
1172	1173	15697825	647	Germany	Female	43	3	122717.53	2	1	1	87000.39	0	0	0.20110478	Fail
1173	1174	15808218	478	Spain	Female	36	3	92363.3	2	1	0	44912.7	0	0	0.13608274	Fail
1174	1175	15588706	705	Spain	Female	40	5	203715.15	1	1	0	179978.68	1	1	0.541729	Succeed
1175	1176	15721328	719	Spain	Male	39	5	0.0	2	1	0	145759.7	0	0	0.067341864	Fail
1176	1177	15604253	726	France	Male	34	9	0.0	2	0	0	14121.61	0	0	0.03468368	Fail
1177	1178	15651405	626	France	Male	21	1	0.0	2	1	0	66232.23	0	0	0.030927038	Fail
1178	1179	15782490	552	France	Male	49	4	0.0	1	1	1	190296.76	1	0	0.48035893	Fail
1179	1180	15814068	807	Germany	Female	31	1	93460.47	2	0	0	172782.69	0	0	0.11192944	Fail
1180	1181	15570362	621	France	Male	34	6	0.0	2	1	1	99128.13	0	0	0.0146740135	Fail
1181	1182	15624464	651	Germany	Female	24	7	40224.7	1	1	1	178341.33	0	0	0.122745946	Fail
1182	1183	15755674	673	France	Female	43	5	168069.73	1	1	1	146992.24	1	0	0.23551436	Fail
1183	1184	15601028	652	France	Male	36	1	0.0	2	1	1	151314.98	0	0	0.021651044	Fail
1184	1185	15755685	584	Germany	Male	47	7	130538.77	1	1	0	92915.84	0	1	0.68729603	Succeed
1185	1186	15795264	756	France	Male	37	3	132623.6	1	1	1	58974.0	0	0	0.08988968	Fail
1186	1187	15589293	670	France	Female	35	3	103465.02	2	1	1	174627.06	0	0	0.053743213	Fail
1187	1188	15719338	765	France	Female	50	9	126547.8	1	1	1	79579.94	1	0	0.40305927	Fail
1188	1189	15639918	528	France	Male	30	2	128262.72	2	1	0	50771.16	0	0	0.048045266	Fail
1189	1190	15791315	701	France	Male	40	5	169742.64	1	1	1	153537.55	1	0	0.14275204	Fail
1190	1191	15636971	797	France	Female	29	1	0.0	2	1	1	132975.39	0	0	0.02538195	Fail
1191	1192	15686945	639	Germany	Male	27	3	150795.81	1	0	1	85208.93	0	0	0.08885495	Fail
1192	1193	15589608	785	Spain	Female	61	4	129855.72	2	1	0	170214.82	1	1	0.514564	Succeed
1193	1194	15779983	363	Spain	Female	28	6	146098.43	3	1	0	100615.14	1	1	0.8933145	Succeed
1194	1195	15573805	764	France	Female	24	7	0.0	2	1	0	186105.99	0	0	0.046404693	Fail
1195	1196	15578902	676	France	Female	43	2	0.0	1	1	1	55119.53	0	0	0.2579816	Fail
1196	1197	15739167	718	Germany	Male	28	4	65643.3	1	1	0	28760.99	0	0	0.11329069	Fail
1197	1198	15813480	590	Spain	Female	34	6	0.0	2	1	0	171021.44	0	0	0.07484182	Fail
1198	1199	15678094	584	France	Male	38	9	104584.16	1	1	0	176678.72	0	0	0.18473484	Fail
1199	1200	15769205	645	France	Male	41	7	0.0	1	0	1	28667.56	0	0	0.16832194	Fail
1200	1201	15804638	772	Germany	Male	30	6	99785.28	2	0	0	197238.03	0	0	0.04093238	Fail
1201	1202	15651088	399	Germany	Male	46	2	127655.22	1	1	0	139994.68	1	1	0.9280877	Succeed
1202	1203	15724370	529	France	Male	22	5	0.0	1	1	0	151169.83	0	0	0.1579709	Fail
1203	1204	15569487	463	France	Male	35	2	101257.16	1	1	1	118113.64	0	0	0.06105265	Fail
1204	1205	15650134	630	France	Female	40	7	0.0	2	1	1	34453.17	0	0	0.053625006	Fail
1205	1206	15724343	780	France	Male	76	10	121313.88	1	0	1	64872.33	0	0	0.036043428	Fail
1206	1207	15599304	584	Spain	Male	32	5	0.0	2	1	0	10956.82	0	0	0.030182054	Fail
1207	1208	15594900	752	Germany	Male	30	4	81523.38	1	1	1	36885.85	0	0	0.06848057	Fail
1208	1209	15616487	697	France	Female	47	6	128252.66	1	1	1	168053.4	0	0	0.3558547	Fail
1209	1210	15715703	850	France	Female	32	7	0.0	2	0	0	155227.0	0	0	0.041564528	Fail
1210	1211	15659005	711	France	Male	51	7	0.0	3	1	0	38409.79	1	1	0.90700585	Succeed
1211	1212	15738210	452	France	Female	32	5	0.0	2	0	1	75279.39	0	0	0.029765567	Fail
1212	1213	15813626	610	Spain	Male	42	6	0.0	2	1	0	158302.59	1	0	0.12242806	Fail
1213	1214	15624265	694	France	Female	22	4	0.0	2	1	1	11525.72	0	0	0.024471866	Fail
1214	1215	15674184	579	Spain	Male	33	6	0.0	1	1	0	94993.04	1	0	0.15056896	Fail
1215	1216	15625116	745	Spain	Female	54	8	0.0	1	1	0	173912.29	1	1	0.8151657	Succeed
1216	1217	15682564	572	France	Male	33	5	0.0	1	0	1	41139.05	0	0	0.0787439	Fail
